INC-2024-1340,2024-08-09 00:00:00,2024-08-09 00:00:00,P4,Application Software,SRV-W-108,Microservice-048,Capacity Saturation,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0560,No
INC-2024-1341,2024-10-01 00:00:00,2024-10-01 00:00:00,P4,Security,SRV-C-010,Microservice-054,Human Error,Rebooted host operating system,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1342,2024-09-24 00:00:00,2024-09-24 00:00:00,P4,Database,SRV-C-076,Microservice-069,DNS Resolution Failure,Replaced faulty fiber patch cable,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1343,2024-02-27 00:00:00,2024-02-27 00:00:00,P4,Database,SRV-E-090,Microservice-085,Memory Leak,Rebuilt RAID array from hot spare,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0376,No
INC-2024-1344,2024-04-13 00:00:00,2024-04-13 00:00:00,P4,Application Software,SRV-C-056,Microservice-077,Configuration Drift,Rebalanced storage pool across nodes,10,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1345,2024-10-19 00:00:00,2024-10-19 00:00:00,P4,Storage,SRV-C-015,SalesForce-Integration,Third Party Outage,Restarted Docker containers,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1346,2024-07-10 00:00:00,2024-07-10 00:00:00,P4,Network,SRV-W-042,Microservice-050,Disk Latency Spike,Restarted Docker containers,10,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1347,2024-06-21 00:00:00,2024-06-21 00:00:00,P4,Compute,SRV-W-116,Microservice-118,Kernel Panic,Rolled back application deployment to previous version,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1348,2024-10-10 00:00:00,2024-10-10 00:00:00,P4,Compute,SRV-W-054,ProjectTracker,Disk Latency Spike,Applied emergency kernel patch,10,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1349,2024-07-06 00:00:00,2024-07-06 00:00:00,P3,Storage,SRV-W-134,FinanceHub,Third Party Outage,Expanded swap partition to alleviate memory pressure,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0327,No
INC-2024-1350,2024-05-13 00:00:00,2024-05-13 00:00:00,P1,Database,SRV-E-017,Microservice-142,Expired Certificate,Replaced failed DIMM module,240,Enterprise wide outage,Cloud Ops,No,No,Level 3,CR-2024-0107,Yes
INC-2024-1351,2024-10-05 00:00:00,2024-10-05 00:00:00,P4,Backup,SRV-C-096,Microservice-111,Disk Latency Spike,Migrated VM to alternate hypervisor host,30,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1352,2024-07-28 00:00:00,2024-07-28 00:00:00,P3,Backup,SRV-C-069,Email-Exchange,DNS Resolution Failure,Failover to database replication node,0,Single service degradation,Network Ops,Yes,Yes,Level 1,,No
INC-2024-1353,2024-05-27 00:00:00,2024-05-27 00:00:00,P4,Security,SRV-C-064,Microservice-110,Kernel Panic,Reconfigured VLAN trunk ports,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1354,2024-04-30 00:00:00,2024-04-30 00:00:00,P4,Compute,SRV-E-047,Microservice-106,Memory Leak,Restarted Docker containers,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0279,No
INC-2024-1355,2024-01-09 00:00:00,2024-01-09 00:00:00,P3,Virtualization,SRV-W-031,Microservice-120,Human Error,Failover to database replication node,10,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1356,2024-08-05 00:00:00,2024-08-05 00:00:00,P4,Backup,SRV-W-115,Microservice-053,Configuration Drift,Expanded swap partition to alleviate memory pressure,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1357,2024-01-25 00:00:00,2024-01-25 00:00:00,P4,Compute,SRV-W-052,Microservice-081,DNS Resolution Failure,Rebooted host operating system,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1358,2024-06-04 00:00:00,2024-06-04 00:00:00,P4,Backup,SRV-E-045,Microservice-103,Memory Leak,Restored data from local backup volume,0,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0226,No
INC-2024-1359,2024-12-12 00:00:00,2024-12-12 00:00:00,P2,Application Software,SRV-E-118,LogAggregator,Memory Leak,Rebuilt RAID array from hot spare,0,Multiple services degraded,Database Admin,Yes,Yes,Level 2,,Yes
INC-2024-1360,2024-04-20 00:00:00,2024-04-20 00:00:00,P4,Network,SRV-C-111,Microservice-038,DNS Resolution Failure,Rebuilt RAID array from hot spare,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1361,2024-10-11 00:00:00,2024-10-11 00:00:00,P4,Security,SRV-E-017,DNS-Primary,Kernel Panic,Updated local SSL/TLS certificate chain,15,Internal operations affected,Cloud Ops,No,Yes,Level 0,,No
INC-2024-1362,2024-10-17 00:00:00,2024-10-17 00:00:00,P4,Virtualization,SRV-E-105,Microservice-136,Capacity Saturation,Reconfigured VLAN trunk ports,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1363,2024-02-17 00:00:00,2024-02-17 00:00:00,P4,Database,SRV-E-045,LDAP-Directory,Human Error,Rebalanced storage pool across nodes,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0547,No
INC-2024-1364,2024-01-02 00:00:00,2024-01-02 00:00:00,P1,Database,SRV-W-040,Microservice-067,Disk Latency Spike,Rebalanced storage pool across nodes,0,Enterprise wide outage,Security Ops,Yes,Yes,Level 3,CR-2024-0508,Yes
INC-2024-1365,2024-11-08 00:00:00,2024-11-08 00:00:00,P3,Database,SRV-E-032,Microservice-146,Capacity Saturation,Reconfigured load balancer session persistence,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1366,2024-02-23 00:00:00,2024-02-23 00:00:00,P2,Network,SRV-C-103,LDAP-Directory,Memory Leak,Rebalanced storage pool across nodes,180,Multiple services degraded,Infrastructure Ops,Yes,No,Level 2,CR-2024-0329,Yes
INC-2024-1367,2024-11-28 00:00:00,2024-11-28 00:00:00,P3,Security,SRV-W-145,Microservice-118,Hardware Fault,Cleared storage log partition to free up space,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0360,No
INC-2024-1368,2024-04-26 00:00:00,2024-04-26 00:00:00,P4,Storage,SRV-W-085,SalesForce-Integration,Memory Leak,Restored data from local backup volume,30,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1369,2024-08-26 00:00:00,2024-08-26 00:00:00,P2,Backup,SRV-E-004,Microservice-049,Third Party Outage,Expanded swap partition to alleviate memory pressure,240,Multiple services degraded,Cloud Ops,Yes,No,Level 2,,Yes
INC-2024-1370,2024-10-08 00:00:00,2024-10-08 00:00:00,P4,Virtualization,SRV-E-199,Microservice-123,Capacity Saturation,Failover to database replication node,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0424,No
INC-2024-1371,2024-09-09 00:00:00,2024-09-09 00:00:00,P4,Application Software,SRV-E-092,Microservice-128,Memory Leak,Reconfigured load balancer session persistence,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1372,2024-07-06 00:00:00,2024-07-06 00:00:00,P4,Compute,SRV-E-102,Microservice-116,Capacity Saturation,Flushed DNS cache and restarted resolver,5,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1373,2024-12-13 00:00:00,2024-12-13 00:00:00,P4,Compute,SRV-E-197,Microservice-046,Software Bug,Reconfigured VLAN trunk ports,10,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1374,2024-07-24 00:00:00,2024-07-24 00:00:00,P3,Application Software,SRV-W-129,Microservice-065,Third Party Outage,Reset IPMI controller firmware,15,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1375,2024-10-25 00:00:00,2024-10-25 00:00:00,P3,Compute,SRV-E-037,BackupManager,Software Bug,Rolled back application deployment to previous version,0,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0371,No
INC-2024-1376,2024-07-11 00:00:00,2024-07-11 00:00:00,P3,Security,SRV-W-105,Microservice-090,Software Bug,Updated local SSL/TLS certificate chain,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0570,No
INC-2024-1377,2024-01-11 00:00:00,2024-01-11 00:00:00,P1,Database,SRV-E-181,Microservice-097,Software Bug,Applied emergency kernel patch,0,Enterprise wide outage,Security Ops,Yes,Yes,Level 3,CR-2024-0416,Yes
INC-2024-1378,2024-04-24 00:00:00,2024-04-24 00:00:00,P4,Compute,SRV-E-193,Microservice-050,Capacity Saturation,Replaced faulty fiber patch cable,15,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1379,2024-05-19 00:00:00,2024-05-19 00:00:00,P4,Application Software,SRV-E-120,Microservice-065,Configuration Drift,Cleared storage log partition to free up space,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0229,No
INC-2024-1380,2024-07-23 00:00:00,2024-07-23 00:00:00,P4,Database,SRV-E-040,Microservice-072,Expired Certificate,Restarted Docker containers,5,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1381,2024-05-10 00:00:00,2024-05-10 00:00:00,P4,Backup,SRV-W-063,Microservice-112,Disk Latency Spike,Flushed DNS cache and restarted resolver,5,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0498,No
INC-2024-1382,2024-11-05 00:00:00,2024-11-05 00:00:00,P3,Application Software,SRV-E-192,SupplyChainPro,Disk Latency Spike,Cleared storage log partition to free up space,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0209,No
INC-2024-1383,2024-12-05 00:00:00,2024-12-05 00:00:00,P4,Backup,SRV-E-189,Email-Exchange,Memory Leak,Reset IPMI controller firmware,5,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0101,No
INC-2024-1384,2024-01-11 00:00:00,2024-01-11 00:00:00,P1,Compute,SRV-E-006,Microservice-144,Configuration Drift,Flushed DNS cache and restarted resolver,60,Enterprise wide outage,Infrastructure Ops,Yes,Yes,Level 3,CR-2024-0464,Yes
INC-2024-1385,2024-09-24 00:00:00,2024-09-24 00:00:00,P3,Security,SRV-C-093,Microservice-038,Memory Leak,Expanded swap partition to alleviate memory pressure,10,Single service degradation,DevOps,No,Yes,Level 1,,No
INC-2024-1386,2024-02-19 00:00:00,2024-02-19 00:00:00,P3,Virtualization,SRV-E-121,Microservice-044,Disk Latency Spike,Cleared storage log partition to free up space,0,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1387,2024-02-11 00:00:00,2024-02-11 00:00:00,P4,Network,SRV-E-182,Microservice-092,Power Supply Degradation,Replaced faulty fiber patch cable,10,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0329,No
INC-2024-1388,2024-01-22 00:00:00,2024-01-22 00:00:00,P4,Database,SRV-C-102,Microservice-055,Configuration Drift,Applied emergency kernel patch,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0223,No
INC-2024-1389,2024-11-23 00:00:00,2024-11-23 00:00:00,P4,Application Software,SRV-W-029,Microservice-150,Power Supply Degradation,Failover to database replication node,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0596,No
INC-2024-1390,2024-07-17 00:00:00,2024-07-17 00:00:00,P4,Storage,SRV-W-035,SecuritySIEM,Software Bug,Cleared storage log partition to free up space,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0489,No
INC-2024-1391,2024-03-02 00:00:00,2024-03-02 00:00:00,P4,Backup,SRV-E-118,Microservice-078,DNS Resolution Failure,Reconfigured VLAN trunk ports,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1392,2024-06-21 00:00:00,2024-06-21 00:00:00,P4,Database,SRV-E-141,Microservice-112,Human Error,Reset IPMI controller firmware,15,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1393,2024-07-06 00:00:00,2024-07-06 00:00:00,P3,Network,SRV-W-140,Microservice-054,Power Supply Degradation,Expanded swap partition to alleviate memory pressure,0,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0208,No
INC-2024-1394,2024-08-23 00:00:00,2024-08-23 00:00:00,P4,Application Software,SRV-E-140,Microservice-044,Disk Latency Spike,Rebalanced storage pool across nodes,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1395,2024-09-15 00:00:00,2024-09-15 00:00:00,P2,Storage,SRV-W-017,SecuritySIEM,Switch Port Flap,Applied emergency kernel patch,45,Multiple services degraded,Cloud Ops,Yes,Yes,Level 2,,Yes
INC-2024-1396,2024-10-29 00:00:00,2024-10-29 00:00:00,P4,Network,SRV-E-112,Microservice-090,Configuration Drift,Rebooted host operating system,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1397,2024-08-12 00:00:00,2024-08-12 00:00:00,P4,Network,SRV-C-064,SupplyChainPro,Firmware Regression,Flushed DNS cache and restarted resolver,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1398,2024-04-10 00:00:00,2024-04-10 00:00:00,P4,Compute,SRV-W-062,TravelBooking,Hardware Fault,Cleared storage log partition to free up space,5,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1399,2024-05-26 00:00:00,2024-05-26 00:00:00,P3,Application Software,SRV-W-010,Microservice-133,Capacity Saturation,Failover to database replication node,5,Single service degradation,Cloud Ops,Yes,Yes,Level 1,CR-2024-0362,No
INC-2024-1400,2024-10-14 00:00:00,2024-10-14 00:00:00,P4,Application Software,SRV-E-133,CustomerPortal,Switch Port Flap,Reconfigured load balancer session persistence,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1401,2024-05-05 00:00:00,2024-05-05 00:00:00,P2,Storage,SRV-E-039,IT-ServiceDesk,Human Error,Restarted JVM application server process,180,Multiple services degraded,Platform Engineering,Yes,No,Level 2,CR-2024-0411,Yes
INC-2024-1402,2024-03-20 00:00:00,2024-03-20 00:00:00,P3,Compute,SRV-W-097,Microservice-098,Hardware Fault,Reconfigured load balancer session persistence,10,Single service degradation,DevOps,Yes,Yes,Level 1,CR-2024-0550,No
INC-2024-1403,2024-11-17 00:00:00,2024-11-17 00:00:00,P4,Backup,SRV-E-086,QA-TestSuite,Hardware Fault,Failover to database replication node,15,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1404,2024-10-29 00:00:00,2024-10-29 00:00:00,P3,Virtualization,SRV-W-062,Microservice-122,Power Supply Degradation,Flushed DNS cache and restarted resolver,0,Single service degradation,Network Ops,Yes,Yes,Level 1,,No
INC-2024-1405,2024-05-25 00:00:00,2024-05-25 00:00:00,P3,Database,SRV-C-119,ERP-Core,Configuration Drift,Rebooted host operating system,0,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1406,2024-01-29 00:00:00,2024-01-29 00:00:00,P4,Security,SRV-W-086,SecuritySIEM,Capacity Saturation,Rolled back application deployment to previous version,30,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0210,No
INC-2024-1407,2024-07-28 00:00:00,2024-07-28 00:00:00,P3,Virtualization,SRV-C-015,Microservice-110,Memory Leak,Failover to database replication node,0,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1408,2024-12-10 00:00:00,2024-12-10 00:00:00,P3,Compute,SRV-W-087,Microservice-115,DNS Resolution Failure,Rebalanced storage pool across nodes,0,Single service degradation,Network Ops,Yes,Yes,Level 1,,No
INC-2024-1409,2024-05-19 00:00:00,2024-05-19 00:00:00,P3,Compute,SRV-E-196,Microservice-148,Disk Latency Spike,Replaced faulty fiber patch cable,10,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,,No
INC-2024-1410,2024-04-16 00:00:00,2024-04-16 00:00:00,P2,Virtualization,SRV-W-102,Microservice-047,DNS Resolution Failure,Reconfigured load balancer session persistence,90,Multiple services degraded,Infrastructure Ops,Yes,Yes,Level 2,,Yes
INC-2024-1411,2024-05-14 00:00:00,2024-05-14 00:00:00,P2,Security,SRV-C-115,Microservice-116,Human Error,Replaced failed DIMM module,0,Multiple services degraded,Cloud Ops,Yes,Yes,Level 2,,Yes
INC-2024-1412,2024-08-15 00:00:00,2024-08-15 00:00:00,P3,Security,SRV-W-146,Microservice-136,DNS Resolution Failure,Restored data from local backup volume,15,Single service degradation,DevOps,Yes,Yes,Level 1,,No
INC-2024-1413,2024-05-09 00:00:00,2024-05-09 00:00:00,P3,Backup,SRV-E-153,Microservice-045,Hardware Fault,Rolled back application deployment to previous version,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1414,2024-08-07 00:00:00,2024-08-07 00:00:00,P4,Database,SRV-E-075,BI-Analytics,Third Party Outage,Rebooted host operating system,10,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0305,No
INC-2024-1415,2024-10-23 00:00:00,2024-10-23 00:00:00,P4,Virtualization,SRV-C-102,SalesForce-Integration,Third Party Outage,Migrated VM to alternate hypervisor host,30,Internal operations affected,Application Support,No,Yes,Level 0,CR-2024-0349,No
INC-2024-1416,2024-07-08 00:00:00,2024-07-08 00:00:00,P3,Application Software,SRV-E-024,MarketingAutomation,DNS Resolution Failure,Restarted JVM application server process,0,Single service degradation,Application Support,Yes,Yes,Level 1,CR-2024-0226,No
INC-2024-1417,2024-09-29 00:00:00,2024-09-29 00:00:00,P4,Virtualization,SRV-E-174,Microservice-117,Memory Leak,Rebuilt RAID array from hot spare,30,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0455,No
INC-2024-1418,2024-03-06 00:00:00,2024-03-06 00:00:00,P4,Compute,SRV-E-101,IT-ServiceDesk,Expired Certificate,Replaced faulty fiber patch cable,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0333,No
INC-2024-1419,2024-03-29 00:00:00,2024-03-29 00:00:00,P3,Database,SRV-E-034,Microservice-076,Power Supply Degradation,Replaced faulty fiber patch cable,15,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,,No
INC-2024-1420,2024-02-19 00:00:00,2024-02-19 00:00:00,P4,Compute,SRV-E-154,E-Commerce-Platform,Configuration Drift,Cleared storage log partition to free up space,30,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0153,No
INC-2024-1421,2024-08-08 00:00:00,2024-08-08 00:00:00,P3,Virtualization,SRV-C-091,Microservice-133,Third Party Outage,Failover to database replication node,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1422,2024-02-13 00:00:00,2024-02-13 00:00:00,P2,Application Software,SRV-C-066,Microservice-134,Kernel Panic,Failover to database replication node,0,Multiple services degraded,Database Admin,Yes,Yes,Level 2,,Yes
INC-2024-1423,2024-03-06 00:00:00,2024-03-06 00:00:00,P4,Application Software,SRV-C-095,Microservice-124,Firmware Regression,Rebalanced storage pool across nodes,5,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0158,No
INC-2024-1424,2024-04-15 00:00:00,2024-04-15 00:00:00,P3,Storage,SRV-W-102,Microservice-044,Power Supply Degradation,Applied emergency kernel patch,15,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1425,2024-05-28 00:00:00,2024-05-28 00:00:00,P4,Backup,SRV-C-099,Microservice-052,Human Error,Expanded swap partition to alleviate memory pressure,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1426,2024-01-01 00:00:00,2024-01-01 00:00:00,P4,Network,SRV-E-196,Microservice-037,Third Party Outage,Reconfigured VLAN trunk ports,10,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0336,No
INC-2024-1427,2024-10-28 00:00:00,2024-10-28 00:00:00,P3,Network,SRV-C-023,Microservice-075,Configuration Drift,Failover to database replication node,0,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1428,2024-05-17 00:00:00,2024-05-17 00:00:00,P4,Compute,SRV-W-072,Microservice-066,Human Error,Updated local SSL/TLS certificate chain,10,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0466,No
INC-2024-1429,2024-09-07 00:00:00,2024-09-07 00:00:00,P3,Storage,SRV-E-135,CI-CD-Pipeline,Memory Leak,Applied emergency kernel patch,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1430,2024-09-03 00:00:00,2024-09-03 00:00:00,P3,Security,SRV-E-181,Microservice-046,Firmware Regression,Reconfigured VLAN trunk ports,15,Single service degradation,Cloud Ops,Yes,Yes,Level 1,CR-2024-0482,No
INC-2024-1431,2024-11-09 00:00:00,2024-11-09 00:00:00,P4,Security,SRV-W-084,Microservice-146,Capacity Saturation,Failover to database replication node,0,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1432,2024-04-25 00:00:00,2024-04-25 00:00:00,P2,Backup,SRV-E-122,Microservice-051,Power Supply Degradation,Applied emergency kernel patch,120,Multiple services degraded,Network Ops,Yes,No,Level 2,CR-2024-0481,Yes
INC-2024-1433,2024-07-14 00:00:00,2024-07-14 00:00:00,P3,Database,SRV-C-027,LegalDocs,Third Party Outage,Rebuilt RAID array from hot spare,0,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1434,2024-06-18 00:00:00,2024-06-18 00:00:00,P4,Compute,SRV-C-089,Microservice-061,Expired Certificate,Rebalanced storage pool across nodes,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1435,2024-03-17 00:00:00,2024-03-17 00:00:00,P3,Storage,SRV-E-096,Microservice-113,Capacity Saturation,Restarted JVM application server process,30,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0418,No
INC-2024-1436,2024-02-26 00:00:00,2024-02-26 00:00:00,P3,Storage,SRV-E-020,Microservice-127,Disk Latency Spike,Migrated VM to alternate hypervisor host,5,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0130,No
INC-2024-1437,2024-11-10 00:00:00,2024-11-10 00:00:00,P4,Backup,SRV-C-108,CRM-Enterprise,Kernel Panic,Migrated VM to alternate hypervisor host,10,Internal operations affected,DevOps,Yes,Yes,Level 0,CR-2024-0362,No
INC-2024-1438,2024-02-19 00:00:00,2024-02-19 00:00:00,P3,Database,SRV-W-017,Microservice-135,Kernel Panic,Restarted JVM application server process,0,Single service degradation,DevOps,Yes,Yes,Level 1,,No
INC-2024-1439,2024-01-25 00:00:00,2024-01-25 00:00:00,P4,Compute,SRV-E-150,Microservice-092,Hardware Fault,Replaced failed DIMM module,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1440,2024-10-13 00:00:00,2024-10-13 00:00:00,P4,Security,SRV-E-062,Microservice-101,Switch Port Flap,Reconfigured VLAN trunk ports,5,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1441,2024-10-22 00:00:00,2024-10-22 00:00:00,P1,Application Software,SRV-E-085,Microservice-070,Configuration Drift,Replaced faulty fiber patch cable,90,Enterprise wide outage,Cloud Ops,Yes,Yes,Level 3,CR-2024-0396,Yes
INC-2024-1442,2024-02-13 00:00:00,2024-02-13 00:00:00,P4,Virtualization,SRV-E-153,Microservice-054,Hardware Fault,Restored data from local backup volume,5,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1443,2024-12-05 00:00:00,2024-12-05 00:00:00,P4,Network,SRV-E-111,Microservice-092,Software Bug,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1444,2024-09-12 00:00:00,2024-09-12 00:00:00,P4,Storage,SRV-W-059,Microservice-041,DNS Resolution Failure,Cleared storage log partition to free up space,30,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1445,2024-11-24 00:00:00,2024-11-24 00:00:00,P3,Security,SRV-C-033,Microservice-038,Power Supply Degradation,Updated IPS threat signatures and blocked attacking IP,30,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0224,No
INC-2024-1446,2024-01-19 00:00:00,2024-01-19 00:00:00,P2,Virtualization,SRV-W-104,SecuritySIEM,Switch Port Flap,Rebuilt RAID array from hot spare,0,Multiple services degraded,Infrastructure Ops,Yes,Yes,Level 2,,Yes
INC-2024-1447,2024-01-16 00:00:00,2024-01-16 00:00:00,P4,Virtualization,SRV-W-031,Microservice-052,Hardware Fault,Restarted JVM application server process,10,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0109,No
INC-2024-1448,2024-09-22 00:00:00,2024-09-22 00:00:00,P2,Compute,SRV-E-081,Microservice-098,Software Bug,Updated IPS threat signatures and blocked attacking IP,60,Multiple services degraded,Cloud Ops,Yes,Yes,Level 2,,Yes
INC-2024-1449,2024-03-08 00:00:00,2024-03-08 00:00:00,P4,Virtualization,SRV-W-062,Microservice-037,Kernel Panic,Restarted Docker containers,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0195,No
INC-2024-1450,2024-07-23 00:00:00,2024-07-23 00:00:00,P4,Compute,SRV-E-193,Microservice-148,Power Supply Degradation,Migrated VM to alternate hypervisor host,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0106,No
INC-2024-1451,2024-11-02 00:00:00,2024-11-02 00:00:00,P4,Storage,SRV-E-074,SecuritySIEM,Kernel Panic,Restored data from local backup volume,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0261,No
INC-2024-1452,2024-06-08 00:00:00,2024-06-08 00:00:00,P4,Compute,SRV-W-122,Microservice-101,Human Error,Reconfigured load balancer session persistence,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1453,2024-06-28 00:00:00,2024-06-28 00:00:00,P3,Security,SRV-E-133,Microservice-112,Switch Port Flap,Applied emergency kernel patch,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0581,No
INC-2024-1454,2024-09-18 00:00:00,2024-09-18 00:00:00,P3,Application Software,SRV-E-170,Microservice-096,Software Bug,Replaced failed DIMM module,30,Single service degradation,DevOps,Yes,Yes,Level 1,,No
INC-2024-1455,2024-02-02 00:00:00,2024-02-02 00:00:00,P3,Compute,SRV-E-196,Microservice-059,Power Supply Degradation,Restored data from local backup volume,10,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1456,2024-12-12 00:00:00,2024-12-12 00:00:00,P3,Storage,SRV-W-007,Microservice-124,Firmware Regression,Updated IPS threat signatures and blocked attacking IP,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,CR-2024-0539,No
INC-2024-1457,2024-11-28 00:00:00,2024-11-28 00:00:00,P2,Storage,SRV-E-038,Microservice-045,Disk Latency Spike,Restarted Docker containers,0,Multiple services degraded,Database Admin,Yes,Yes,Level 2,CR-2024-0473,Yes
INC-2024-1458,2024-05-06 00:00:00,2024-05-06 00:00:00,P2,Network,SRV-C-073,Microservice-140,Memory Leak,Rebooted host operating system,45,Multiple services degraded,Database Admin,Yes,Yes,Level 2,CR-2024-0419,Yes
INC-2024-1459,2024-02-09 00:00:00,2024-02-09 00:00:00,P2,Database,SRV-E-032,Microservice-078,Configuration Drift,Replaced faulty fiber patch cable,30,Multiple services degraded,Security Ops,Yes,Yes,Level 2,,Yes
