Report_Month,Server_ID,Hostname,IP_Address,CPU_Avg_Pct,CPU_Peak_Pct,Memory_Avg_Pct,Memory_Peak_Pct,Disk_Used_Pct,Network_In_Mbps,Network_Out_Mbps,Uptime_Pct,Alert_Count
2024-10,SRV-W-132,srvw132,10.2.112.142,29.64,61.77,25.07,33.19,83.36,71.81,85.82,99.78,0,0.44,5.74,1.67,1900,204
2024-10,SRV-W-098,srvw098,10.2.118.108,5.77,37.19,55.91,69.89,21.54,74.43,28.82,99.71,1,1.94,3.55,0.63,1854,306
2024-10,SRV-E-157,srve157,10.1.117.167,11.90,28.41,57.28,63.32,32.02,8.15,73.63,99.73,0,0.88,4.53,2.69,114,332
2024-10,SRV-W-050,srvw050,10.2.110.60,12.31,40.03,27.00,43.89,60.18,24.79,64.94,99.65,0,1.22,7.21,2.59,3724,201
2024-12,SRV-E-150,srve150,10.1.110.160,32.11,46.48,53.75,62.13,18.50,3.33,78.52,99.53,2,2.60,3.39,1.86,3787,285
2024-12,SRV-W-054,srvw054,10.2.114.64,43.00,56.99,71.03,88.19,35.93,72.09,90.76,99.93,0,0.43,7.85,1.76,194,90
2024-10,SRV-W-019,srvw019,10.2.119.29,47.14,77.03,28.78,40.87,24.19,73.78,51.74,99.90,0,2.13,7.77,1.48,3729,199
2024-11,SRV-C-007,srvc007,10.3.107.17,51.72,64.64,8.69,17.42,86.94,59.72,105.29,99.52,0,0.72,7.85,3.10,4130,64
2024-11,SRV-E-035,srve035,10.1.115.45,3.94,33.95,37.08,51.83,44.06,79.32,78.08,99.53,0,2.46,7.43,2.32,2325,330
2024-11,SRV-W-056,srvw056,10.2.116.66,14.54,38.06,50.12,63.07,26.37,60.89,29.89,99.70,0,2.99,3.55,3.53,592,267
2024-11,SRV-C-030,srvc030,10.3.110.40,24.59,56.62,33.66,48.11,47.93,4.80,78.61,99.54,0,0.70,4.12,3.36,2657,219
2024-11,SRV-E-143,srve143,10.1.103.153,19.82,31.53,24.62,37.06,18.09,28.89,104.54,99.98,0,2.78,0.01,1.92,2784,181
2024-10,SRV-E-170,srve170,10.1.110.180,33.03,50.64,30.81,41.01,83.76,65.84,97.83,99.91,0,2.41,1.97,3.27,3675,259
2024-11,SRV-E-031,srve031,10.1.111.41,54.59,85.37,68.65,74.09,69.45,34.40,1.13,99.77,2,1.67,4.16,3.35,1977,204
2024-11,SRV-W-014,srvw014,10.2.114.24,22.56,35.60,48.78,55.59,38.41,21.37,40.37,99.53,3,2.90,0.19,3.77,2445,230
2024-10,SRV-E-074,srve074,10.1.114.84,6.45,16.24,26.82,43.81,40.72,48.84,37.94,99.78,0,1.92,6.59,0.47,454,190
2024-10,SRV-C-114,srvc114,10.3.114.124,45.07,72.86,13.46,18.54,80.22,27.96,32.96,99.81,0,0.09,5.03,0.87,3019,154
2024-11,SRV-C-010,srvc010,10.3.110.20,9.61,17.38,13.70,30.45,12.54,21.23,80.18,99.75,5,2.75,3.16,1.28,1561,80
2024-11,SRV-E-099,srve099,10.1.119.109,58.39,70.76,59.96,74.58,44.58,13.92,106.13,99.63,0,0.38,6.39,2.15,2219,310
2024-10,SRV-E-099,srve099,10.1.119.109,61.31,94.19,10.30,23.13,29.27,21.65,30.65,99.71,1,0.02,3.65,0.21,1151,101
2024-11,SRV-C-103,srvc103,10.3.103.113,30.81,53.02,29.28,39.18,85.27,48.97,65.38,99.69,1,0.27,2.25,1.38,1101,75
2024-12,SRV-W-098,srvw098,10.2.118.108,63.02,74.44,35.60,48.06,58.83,74.92,26.61,99.82,0,0.66,4.10,1.61,1038,300
2024-10,SRV-E-006,srve006,10.1.106.16,6.68,23.41,68.29,83.27,22.10,20.54,27.46,99.52,0,0.15,3.95,1.14,1626,336
2024-10,SRV-C-031,srvc031,10.3.111.41,41.23,73.98,37.95,52.48,19.28,26.84,16.40,99.92,0,2.49,4.88,2.44,269,342
2024-10,SRV-W-013,srvw013,10.2.113.23,27.32,33.74,47.94,64.25,65.81,13.49,33.36,99.80,0,0.05,0.26,2.17,4964,191
2024-10,SRV-E-129,srve129,10.1.109.139,46.45,59.17,49.81,56.97,43.09,57.04,16.71,99.80,0,1.15,7.76,2.31,3396,196
2024-11,SRV-E-117,srve117,10.1.117.127,44.30,56.91,29.41,35.92,78.01,58.80,99.18,99.77,0,0.77,2.72,1.20,4754,173
2024-11,SRV-W-135,srvw135,10.2.115.145,50.41,55.83,64.76,81.20,71.42,60.09,16.96,99.82,0,1.91,1.85,2.34,3020,275
2024-10,SRV-C-090,srvc090,10.3.110.100,12.59,29.43,38.08,45.57,22.39,50.88,52.48,99.89,2,0.42,2.17,2.94,3397,214
2024-11,SRV-E-085,srve085,10.1.105.95,50.98,75.02,63.15,71.14,26.43,28.75,8.66,99.51,0,2.09,3.65,1.61,2021,249
2024-11,SRV-W-144,srvw144,10.2.104.154,36.79,69.37,52.34,70.36,18.94,5.68,55.19,99.85,0,2.94,4.79,1.94,1939,90
2024-10,SRV-E-006,srve006,10.1.106.16,12.87,23.18,22.11,41.85,78.02,65.16,38.75,99.87,0,2.88,2.22,2.02,877,114
2024-12,SRV-E-081,srve081,10.1.101.91,29.35,39.98,62.80,79.81,58.26,22.88,114.84,99.70,0,1.45,0.46,1.08,1663,170
2024-11,SRV-E-081,srve081,10.1.101.91,6.25,37.08,52.36,68.08,15.24,53.13,78.46,99.78,0,1.51,4.15,0.71,1724,179
2024-10,SRV-W-076,srvw076,10.2.116.86,21.80,42.84,19.12,27.94,64.50,2.17,117.41,99.83,3,2.47,6.67,0.17,2475,193
2024-11,SRV-E-027,srve027,10.1.107.37,22.45,36.03,30.50,40.39,45.90,36.43,21.66,99.71,0,2.36,5.82,3.21,3036,66
2024-10,SRV-E-182,srve182,10.1.102.192,58.93,76.86,21.32,28.58,87.44,32.58,49.62,99.51,0,0.06,5.67,2.07,949,285
2024-11,SRV-W-143,srvw143,10.2.103.153,41.38,48.85,50.95,58.03,42.88,10.22,43.54,99.59,0,1.89,3.81,1.44,3632,206
2024-10,SRV-E-052,srve052,10.1.112.62,27.25,55.67,25.53,30.92,16.08,48.39,11.73,99.76,2,0.15,0.24,0.45,787,321
2024-10,SRV-W-099,srvw099,10.2.119.109,39.72,71.09,19.41,31.25,81.52,71.49,104.42,99.76,0,0.06,7.10,2.34,2819,119
2024-10,SRV-E-039,srve039,10.1.119.49,17.54,51.26,45.21,62.02,84.16,12.03,32.36,99.51,0,0.94,6.23,2.40,2253,177
2024-10,SRV-W-068,srvw068,10.2.108.78,56.98,67.76,12.89,19.70,13.01,26.18,71.40,99.61,2,0.18,7.33,3.52,452,178
2024-10,SRV-C-074,srvc074,10.3.114.84,11.24,40.28,26.94,32.28,80.54,25.72,74.38,99.77,0,2.32,0.90,1.89,3060,75
2024-12,SRV-W-094,srvw094,10.2.114.104,17.01,42.15,35.53,49.86,72.96,75.50,60.77,99.91,0,1.77,0.53,1.52,3717,184
2024-10,SRV-C-071,srvc071,10.3.111.81,15.95,27.53,61.12,74.07,30.86,48.56,52.65,99.73,0,0.44,7.30,3.76,2406,103
2024-12,SRV-C-119,srvc119,10.3.119.129,28.89,45.50,15.51,33.30,45.21,38.91,45.04,99.58,3,2.18,6.25,0.48,2379,260
2024-11,SRV-E-035,srve035,10.1.115.45,39.23,54.90,26.16,43.13,37.16,27.45,108.13,99.66,1,2.44,5.62,0.58,2689,169
2024-10,SRV-C-043,srvc043,10.3.103.53,16.86,25.48,47.92,55.56,23.74,55.89,81.52,99.93,0,0.85,6.79,0.33,2910,90
2024-10,SRV-C-077,srvc077,10.3.117.87,44.93,50.31,40.86,47.98,48.21,32.91,17.76,99.99,2,2.38,4.43,0.64,1553,242
2024-10,SRV-E-180,srve180,10.1.100.190,13.15,22.60,64.80,71.46,75.92,71.87,81.28,99.73,1,2.90,4.48,0.12,601,162
2024-11,SRV-C-102,srvc102,10.3.102.112,21.19,51.36,62.60,82.14,86.11,46.77,97.97,99.62,0,2.38,6.34,3.23,562,125
2024-12,SRV-W-092,srvw092,10.2.112.102,23.93,36.18,45.31,60.61,23.24,18.66,48.41,99.57,1,0.28,0.86,1.15,1117,118
2024-12,SRV-C-113,srvc113,10.3.113.123,16.89,29.19,31.08,43.01,56.58,68.31,82.33,99.84,0,0.95,7.31,3.86,2768,215
2024-10,SRV-W-149,srvw149,10.2.109.159,18.02,27.47,51.64,66.77,51.36,26.31,107.01,99.72,0,2.47,7.64,0.63,2566,206
2024-10,SRV-W-086,srvw086,10.2.106.96,4.83,33.87,30.31,37.50,85.91,51.24,52.53,99.82,0,2.81,2.41,1.53,2393,299
2024-11,SRV-E-002,srve002,10.1.102.12,39.65,68.81,15.23,28.54,57.13,53.73,18.65,99.80,0,2.00,3.19,1.02,4447,143
2024-10,SRV-E-185,srve185,10.1.105.195,62.43,68.12,13.43,22.80,55.56,71.39,111.41,99.90,2,0.92,3.89,0.93,723,167
2024-10,SRV-C-041,srvc041,10.3.101.51,21.44,36.30,54.27,66.44,27.37,6.13,84.94,99.88,0,2.55,2.11,0.95,3578,118
2024-11,SRV-E-123,srve123,10.1.103.133,32.58,37.66,49.75,60.85,26.24,8.03,62.79,99.88,0,0.87,2.42,0.51,4390,292
2024-11,SRV-E-044,srve044,10.1.104.54,24.72,43.91,50.55,55.60,68.01,41.49,43.57,99.51,0,1.74,2.71,3.89,1633,301
2024-10,SRV-W-115,srvw115,10.2.115.125,21.74,47.16,61.50,70.03,31.07,34.22,109.26,99.58,1,2.96,7.21,1.53,3831,245
2024-11,SRV-E-020,srve020,10.1.100.30,55.17,77.56,66.51,76.07,17.78,8.57,20.95,99.79,0,0.13,3.77,0.18,2383,186
2024-11,SRV-W-018,srvw018,10.2.118.28,9.24,21.70,66.99,77.76,64.32,72.16,113.57,99.78,1,1.92,1.68,1.99,4986,281
2024-12,SRV-W-076,srvw076,10.2.116.86,63.90,87.68,49.37,62.55,79.95,78.52,78.32,99.77,0,0.17,3.04,1.20,1877,269
2024-12,SRV-W-017,srvw017,10.2.117.27,49.52,68.46,19.21,29.56,68.08,15.15,16.75,99.92,0,1.47,6.72,0.34,316,194
2024-10,SRV-E-072,srve072,10.1.112.82,36.33,63.06,68.23,77.77,24.35,35.53,114.64,99.68,0,1.17,0.82,1.33,3961,269
2024-11,SRV-W-062,srvw062,10.2.102.72,61.39,96.10,9.47,29.44,80.08,25.18,108.68,99.80,2,2.32,1.29,2.99,2281,98
2024-10,SRV-C-067,srvc067,10.3.107.77,34.18,48.29,43.87,61.47,12.59,73.98,57.95,99.75,0,2.57,1.42,2.72,2272,270
2024-10,SRV-W-020,srvw020,10.2.100.30,11.96,34.61,18.74,27.91,60.42,50.38,9.46,99.75,3,0.30,4.95,0.95,257,229
2024-12,SRV-W-070,srvw070,10.2.110.80,47.26,63.30,41.99,60.18,14.10,25.79,5.84,100.00,0,2.20,7.89,1.89,1525,221
2024-10,SRV-E-170,srve170,10.1.110.180,6.44,17.76,44.73,51.07,35.80,12.86,57.94,99.68,2,0.94,1.39,2.09,3591,187
2024-10,SRV-E-171,srve171,10.1.111.181,20.91,27.33,45.21,57.82,70.57,29.62,109.65,99.98,0,1.35,4.49,1.45,1646,103
2024-11,SRV-C-115,srvc115,10.3.115.125,53.61,88.40,9.37,20.50,74.33,51.61,60.16,99.74,0,0.29,6.13,0.43,3421,136
2024-11,SRV-W-005,srvw005,10.2.105.15,24.51,39.88,72.43,82.99,49.03,4.27,88.17,99.88,0,0.33,4.04,3.70,68,74
2024-11,SRV-C-065,srvc065,10.3.105.75,27.26,59.02,53.00,67.80,24.70,50.70,83.80,99.53,0,2.33,0.72,2.78,736,163
2024-11,SRV-E-013,srve013,10.1.113.23,26.08,58.62,35.12,44.04,59.64,5.19,58.43,99.51,0,1.59,0.72,0.76,1968,228
2024-11,SRV-E-136,srve136,10.1.116.146,23.26,43.14,20.90,37.54,64.65,0.20,37.84,99.53,2,0.98,3.94,3.01,3673,338
2024-12,SRV-W-046,srvw046,10.2.106.56,45.80,70.92,36.15,48.60,22.10,6.35,85.45,99.96,1,0.15,3.65,0.75,1375,205
2024-12,SRV-W-006,srvw006,10.2.106.16,5.03,16.89,16.74,24.58,87.28,18.38,109.06,99.90,0,1.28,7.36,1.78,3653,332
2024-11,SRV-C-085,srvc085,10.3.105.95,22.24,53.27,61.47,73.77,72.37,11.41,112.55,99.62,0,0.47,0.90,2.07,204,114
2024-10,SRV-W-077,srvw077,10.2.117.87,25.10,52.86,20.70,27.13,26.84,12.54,89.27,99.77,1,2.01,3.01,3.70,4735,255
2024-11,SRV-E-061,srve061,10.1.101.71,21.49,52.88,53.72,59.86,83.33,8.73,5.38,99.89,0,0.32,1.75,3.23,2795,149
2024-11,SRV-W-141,srvw141,10.2.101.151,51.90,82.84,12.98,28.82,85.36,50.01,68.89,99.53,0,1.92,5.36,1.80,4241,109
2024-12,SRV-E-103,srve103,10.1.103.113,62.59,90.28,53.47,64.62,26.14,14.98,44.75,99.91,0,2.60,5.48,2.01,4976,198
2024-12,SRV-W-127,srvw127,10.2.107.137,11.68,26.14,26.10,37.98,69.93,12.56,99.80,99.82,0,0.84,6.69,2.78,4177,233
2024-11,SRV-E-160,srve160,10.1.100.170,18.48,37.33,18.46,38.27,78.28,35.19,91.66,99.82,0,1.39,5.22,0.19,1175,181
2024-10,SRV-E-059,srve059,10.1.119.69,32.86,45.13,62.97,68.72,70.56,78.94,115.07,99.71,0,0.05,1.68,1.91,1241,91
2024-11,SRV-W-056,srvw056,10.2.116.66,58.63,66.78,39.17,49.92,61.40,8.39,19.96,99.60,0,2.03,6.54,0.38,4875,82
2024-12,SRV-C-059,srvc059,10.3.119.69,57.07,86.28,71.48,87.56,84.12,43.76,101.25,99.91,0,0.24,6.99,2.45,1163,222
2024-10,SRV-E-026,srve026,10.1.106.36,40.02,58.18,17.50,25.01,13.61,65.85,16.14,99.98,0,2.76,0.56,1.58,3109,177
2024-10,SRV-W-065,srvw065,10.2.105.75,22.22,43.29,48.87,55.14,46.24,52.00,56.56,99.85,0,1.32,0.45,1.22,4282,229
2024-10,SRV-W-034,srvw034,10.2.114.44,42.19,57.68,56.66,74.90,62.32,69.58,79.08,99.79,2,1.64,0.16,2.38,505,349
2024-10,SRV-E-138,srve138,10.1.118.148,13.65,43.12,53.42,64.72,40.71,68.48,28.75,99.65,2,0.31,4.93,1.44,4840,340
2024-11,SRV-C-029,srvc029,10.3.109.39,9.51,22.50,56.03,74.43,35.70,52.52,113.71,99.99,0,0.83,1.08,1.28,434,332
2024-12,SRV-E-071,srve071,10.1.111.81,38.83,71.14,37.32,47.52,14.96,39.67,57.26,99.71,1,0.24,0.93,3.41,1827,187
2024-12,SRV-E-012,srve012,10.1.112.22,23.56,40.68,69.80,82.25,51.19,55.93,5.03,99.99,0,1.06,0.44,3.27,4976,258
2024-12,SRV-W-087,srvw087,10.2.107.97,8.67,43.37,40.18,53.61,85.85,56.03,20.02,99.56,0,0.26,1.21,2.36,2496,67
2024-11,SRV-E-178,srve178,10.1.118.188,60.68,67.50,18.36,33.19,81.51,25.54,80.81,100.00,2,0.82,0.83,3.32,136,96
2024-12,SRV-C-007,srvc007,10.3.107.17,50.65,62.92,11.62,31.11,34.12,49.80,48.89,99.84,0,0.87,3.17,2.50,3192,187
2024-10,SRV-W-047,srvw047,10.2.107.57,11.36,41.47,42.22,60.09,48.57,57.05,43.64,99.76,2,0.98,5.42,3.06,1847,290
2024-11,SRV-W-066,srvw066,10.2.106.76,19.40,35.33,61.93,75.34,16.09,33.31,72.58,99.91,0,2.11,5.43,2.59,1560,249
2024-11,SRV-C-076,srvc076,10.3.116.86,37.34,66.42,39.95,50.66,38.48,53.65,32.62,99.79,0,1.70,5.42,0.06,4730,318
2024-11,SRV-E-170,srve170,10.1.110.180,56.20,63.93,55.75,62.50,36.40,33.41,35.11,99.53,0,2.65,1.94,2.96,2111,280
2024-10,SRV-E-155,srve155,10.1.115.165,29.44,43.38,21.64,31.30,79.94,65.36,1.95,99.95,0,0.88,7.13,2.56,1773,142
2024-12,SRV-W-149,srvw149,10.2.109.159,17.53,38.72,9.03,18.81,44.26,59.46,22.56,99.70,0,0.98,7.35,0.72,3963,246
2024-10,SRV-C-100,srvc100,10.3.100.110,25.31,44.56,61.53,70.85,70.17,13.41,81.13,99.97,0,1.12,5.15,1.73,4686,328
2024-12,SRV-W-024,srvw024,10.2.104.34,9.74,37.42,49.37,67.18,17.27,1.99,1.82,99.78,0,1.79,3.75,3.96,3515,258
2024-10,SRV-W-083,srvw083,10.2.103.93,51.55,57.23,33.44,48.73,58.24,9.93,43.14,99.57,0,0.82,3.43,1.47,2089,179
2024-11,SRV-C-004,srvc004,10.3.104.14,3.25,27.23,69.94,80.22,41.64,40.54,28.59,99.96,0,0.43,6.29,2.19,1930,282
2024-11,SRV-E-036,srve036,10.1.116.46,26.64,45.38,72.76,78.41,75.64,63.34,117.98,99.77,0,0.31,1.41,2.38,2935,63
2024-11,SRV-C-002,srvc002,10.3.102.12,13.35,32.07,36.47,42.59,65.40,35.87,65.50,99.78,0,1.34,5.53,3.51,2937,217
2024-11,SRV-W-127,srvw127,10.2.107.137,47.44,61.18,68.50,76.51,35.50,47.93,11.22,99.59,0,2.04,1.11,0.36,1556,271
2024-10,SRV-E-036,srve036,10.1.116.46,52.96,79.16,26.89,38.33,42.95,11.80,47.61,99.89,0,1.88,1.10,0.46,3900,219
2024-11,SRV-C-045,srvc045,10.3.105.55,4.32,37.39,20.34,37.24,60.19,38.93,68.65,99.73,1,1.71,5.29,0.30,2097,197
2024-12,SRV-E-035,srve035,10.1.115.45,33.45,53.29,51.83,71.62,38.23,77.77,119.07,99.51,1,2.93,0.91,2.74,576,330
2024-11,SRV-C-065,srvc065,10.3.105.75,22.63,39.30,19.15,28.68,76.63,19.66,113.56,99.62,0,2.16,6.62,2.97,1875,289
2024-11,SRV-E-122,srve122,10.1.102.132,15.95,39.84,52.23,71.17,85.60,17.72,27.38,99.62,0,2.82,0.12,0.91,3732,131
2024-11,SRV-C-103,srvc103,10.3.103.113,14.89,41.89,70.64,76.18,86.61,54.33,98.65,99.79,0,0.27,1.81,1.30,2138,249
2024-12,SRV-W-029,srvw029,10.2.109.39,15.48,47.51,31.55,38.91,65.23,17.09,54.48,99.63,0,2.77,3.30,1.41,4827,94
2024-12,SRV-E-129,srve129,10.1.109.139,16.28,33.88,63.54,77.58,36.32,4.29,64.93,99.51,0,2.66,2.21,1.86,1546,88
2024-11,SRV-W-052,srvw052,10.2.112.62,7.10,33.91,44.37,50.08,86.42,6.42,93.78,99.74,0,1.86,1.61,0.78,2867,146
2024-11,SRV-E-110,srve110,10.1.110.120,17.22,48.87,24.89,37.92,30.09,77.15,94.25,99.87,1,1.46,1.19,1.73,1350,172
2024-10,SRV-C-070,srvc070,10.3.110.80,4.23,21.54,66.30,79.53,61.48,6.34,76.89,99.88,0,2.14,3.66,2.39,3160,228
2024-11,SRV-W-088,srvw088,10.2.108.98,45.28,55.05,57.93,68.24,15.17,23.31,64.35,99.96,0,1.23,6.45,1.49,4463,132
2024-11,SRV-C-116,srvc116,10.3.116.126,29.53,43.36,59.65,75.04,49.18,1.06,35.44,99.68,0,0.58,6.97,0.29,552,231
2024-10,SRV-E-086,srve086,10.1.106.96,63.20,92.96,40.45,48.29,43.44,19.94,3.42,99.89,0,0.53,6.49,3.43,3081,65
2024-10,SRV-W-103,srvw103,10.2.103.113,62.54,81.78,58.30,73.19,66.93,68.73,17.60,99.66,3,2.50,3.11,0.95,2391,125
2024-12,SRV-C-087,srvc087,10.3.107.97,43.43,64.32,42.20,51.77,12.51,59.18,102.94,99.72,0,1.43,6.98,1.24,4125,88
2024-11,SRV-E-168,srve168,10.1.108.178,44.10,75.51,52.57,64.91,59.29,78.92,40.00,99.73,0,1.47,6.52,0.71,3522,75
2024-10,SRV-E-011,srve011,10.1.111.21,52.71,76.30,71.07,86.96,27.94,12.59,116.27,99.97,0,1.18,5.69,2.19,2316,221
2024-11,SRV-E-149,srve149,10.1.109.159,18.75,46.37,62.47,79.81,51.71,48.75,12.94,99.98,0,0.87,6.61,1.71,958,320
2024-10,SRV-C-102,srvc102,10.3.102.112,11.38,29.26,39.26,44.54,41.37,32.98,9.81,99.86,0,1.66,6.49,0.43,1569,170
2024-11,SRV-E-181,srve181,10.1.101.191,28.08,61.45,64.35,78.16,27.96,61.35,17.68,99.64,0,1.73,6.66,0.03,1861,152
2024-11,SRV-E-020,srve020,10.1.100.30,56.40,88.37,32.45,46.03,62.41,76.79,99.86,99.81,2,1.69,2.76,1.49,2856,225
2024-11,SRV-W-144,srvw144,10.2.104.154,61.65,95.46,63.02,75.13,79.97,25.70,29.35,99.94,0,2.00,1.46,1.13,1716,201
2024-12,SRV-C-070,srvc070,10.3.110.80,64.08,93.64,53.44,71.35,82.13,74.15,96.30,99.81,5,3.00,7.85,1.77,4509,138
2024-10,SRV-C-045,srvc045,10.3.105.55,55.22,87.89,72.27,89.74,44.23,46.11,102.58,99.65,0,2.02,0.09,0.85,4500,216
2024-10,SRV-C-104,srvc104,10.3.104.114,20.61,51.25,53.38,72.86,84.10,2.35,111.86,99.99,1,1.19,6.32,2.08,2926,259
2024-11,SRV-W-114,srvw114,10.2.114.124,25.03,30.44,34.24,53.30,39.07,43.85,24.52,99.60,0,1.56,6.12,3.99,2866,253
2024-11,SRV-W-005,srvw005,10.2.105.15,3.45,25.82,28.93,47.10,28.51,59.27,49.25,99.87,0,1.93,5.51,0.22,1178,106
2024-11,SRV-C-012,srvc012,10.3.112.22,20.00,45.66,29.34,36.52,58.85,57.89,51.62,99.65,0,0.99,2.52,0.29,2646,292
2024-12,SRV-W-070,srvw070,10.2.110.80,57.60,76.22,59.37,76.44,66.61,54.46,14.81,99.79,0,0.92,4.34,3.77,1044,247
2024-10,SRV-W-084,srvw084,10.2.104.94,54.48,71.22,16.23,22.12,32.41,71.71,79.42,99.51,0,0.96,2.62,2.38,3844,255
2024-10,SRV-E-179,srve179,10.1.119.189,21.22,47.15,72.44,80.26,87.74,61.00,74.35,99.81,0,1.01,6.63,3.33,887,167
2024-11,SRV-E-021,srve021,10.1.101.31,54.42,81.05,8.10,19.62,35.70,21.26,82.97,99.82,0,2.05,4.65,3.93,4512,61
2024-11,SRV-W-085,srvw085,10.2.105.95,5.92,35.92,73.73,89.37,86.14,14.34,58.59,99.59,0,1.53,0.15,3.36,205,318
2024-11,SRV-E-045,srve045,10.1.105.55,22.11,53.22,43.19,62.72,70.62,59.97,50.62,99.70,0,1.85,3.38,2.32,3854,240
2024-10,SRV-W-070,srvw070,10.2.110.80,53.47,84.83,35.84,48.25,72.86,59.69,7.93,99.67,0,0.41,1.73,0.20,1118,80
2024-10,SRV-W-136,srvw136,10.2.116.146,46.51,60.24,17.28,32.01,22.30,65.60,106.93,99.97,0,2.42,0.43,1.43,1724,234
2024-10,SRV-W-128,srvw128,10.2.108.138,17.22,25.59,70.46,79.96,26.62,70.84,35.68,99.55,0,1.33,5.03,1.89,1383,86
2024-10,SRV-E-193,srve193,10.1.113.203,37.38,68.41,61.62,76.17,44.06,14.21,47.04,99.89,1,0.89,5.90,2.70,4745,170
2024-11,SRV-W-045,srvw045,10.2.105.55,10.83,37.63,19.25,37.35,41.41,37.09,21.02,99.87,0,1.18,1.91,0.23,110,213
2024-11,SRV-E-070,srve070,10.1.110.80,41.07,54.52,54.88,70.13,18.40,33.43,117.56,99.52,1,2.12,2.97,0.53,3792,261
2024-11,SRV-W-115,srvw115,10.2.115.125,36.73,50.72,64.06,75.75,39.96,27.41,105.93,99.52,0,2.91,1.74,0.51,3473,163
2024-10,SRV-E-100,srve100,10.1.100.110,62.09,80.08,50.63,57.01,55.65,16.33,59.95,99.89,0,0.45,4.89,2.79,4390,265
2024-12,SRV-W-071,srvw071,10.2.111.81,22.53,44.18,29.84,40.96,59.12,62.90,60.67,99.98,0,2.56,5.15,2.18,4270,135
2024-11,SRV-E-124,srve124,10.1.104.134,34.68,43.21,30.11,38.88,67.74,34.24,101.10,99.78,0,0.45,0.43,1.52,4204,317
2024-12,SRV-E-082,srve082,10.1.102.92,11.76,28.76,68.09,73.74,48.34,49.89,86.68,99.62,0,2.95,7.20,3.30,1372,293
2024-10,SRV-W-109,srvw109,10.2.109.119,18.80,25.99,60.05,69.26,49.91,36.31,105.94,99.97,0,2.40,7.04,3.53,380,329
2024-10,SRV-W-099,srvw099,10.2.119.109,32.41,56.22,68.06,83.41,50.51,79.86,62.36,99.58,0,2.01,7.84,0.79,4056,84
2024-11,SRV-E-118,srve118,10.1.118.128,27.87,55.71,56.79,71.62,16.13,8.54,81.17,99.65,5,0.83,6.90,2.11,3685,137
2024-11,SRV-W-074,srvw074,10.2.114.84,54.77,77.84,23.54,33.38,21.51,47.34,57.72,99.77,2,1.21,2.53,2.10,1528,162
2024-12,SRV-E-025,srve025,10.1.105.35,55.13,61.46,70.68,76.64,76.66,39.06,101.71,99.75,0,2.96,1.29,2.38,3949,134
2024-11,SRV-C-120,srvc120,10.3.100.130,34.19,52.39,54.85,62.19,79.41,50.23,36.81,99.85,1,0.57,7.67,3.74,4120,316
2024-12,SRV-E-185,srve185,10.1.105.195,18.39,44.20,64.58,70.99,65.68,58.39,66.60,99.84,0,0.96,2.55,0.72,1426,239
2024-12,SRV-E-079,srve079,10.1.119.89,25.73,32.48,31.38,40.92,18.06,43.10,9.38,99.72,0,0.46,1.53,1.46,2373,78
2024-12,SRV-E-025,srve025,10.1.105.35,15.50,32.59,35.96,42.01,19.76,33.13,111.56,99.99,0,1.05,7.41,2.46,1416,136
2024-12,SRV-W-004,srvw004,10.2.104.14,45.29,69.00,64.42,79.19,18.56,18.98,101.98,99.64,0,2.85,2.06,1.19,4656,201
2024-10,SRV-E-007,srve007,10.1.107.17,33.30,66.51,14.54,28.32,81.64,17.18,67.91,99.92,0,0.10,2.36,2.06,98,136
2024-12,SRV-W-022,srvw022,10.2.102.32,53.16,58.65,23.23,29.43,28.44,77.74,91.99,99.52,0,1.94,4.82,0.04,991,77
2024-10,SRV-C-109,srvc109,10.3.109.119,23.54,41.23,43.46,51.07,25.62,7.51,92.10,99.56,0,2.80,4.94,2.86,2572,278
2024-11,SRV-W-083,srvw083,10.2.103.93,58.78,89.41,17.04,32.46,45.25,54.33,27.58,99.62,0,0.51,3.44,2.03,1675,308
2024-10,SRV-C-036,srvc036,10.3.116.46,8.31,39.72,68.71,86.84,69.54,51.79,112.65,99.66,0,1.59,1.65,3.59,3302,123
2024-10,SRV-W-056,srvw056,10.2.116.66,55.28,84.21,67.16,72.61,58.66,29.27,30.22,99.66,2,2.58,7.58,0.72,472,326
2024-11,SRV-C-084,srvc084,10.3.104.94,50.92,71.26,16.90,32.07,76.56,61.72,45.92,99.69,3,1.21,7.46,3.11,3607,157
2024-10,SRV-C-074,srvc074,10.3.114.84,43.07,59.84,22.91,41.87,78.39,34.25,34.15,99.80,0,0.55,0.25,0.52,3890,63
2024-11,SRV-W-131,srvw131,10.2.111.141,59.97,94.57,55.01,64.69,25.96,65.32,29.40,99.74,0,2.54,7.13,0.52,3089,77
2024-11,SRV-E-103,srve103,10.1.103.113,51.26,67.31,54.60,73.27,39.83,74.78,22.28,99.94,0,1.82,6.95,3.35,2699,166
2024-10,SRV-E-148,srve148,10.1.108.158,34.53,64.94,70.86,79.72,82.73,52.16,7.60,99.79,0,0.51,7.02,1.45,3491,287
2024-10,SRV-W-014,srvw014,10.2.114.24,41.00,67.74,46.76,51.80,40.77,59.18,86.34,99.89,3,1.60,1.41,2.15,795,312
2024-11,SRV-E-153,srve153,10.1.113.163,29.49,54.84,27.11,41.46,73.82,35.10,52.21,99.94,0,0.43,6.53,0.44,3173,240
